level,title,type,description,source_id,community,degree,human_readable_id,id,size,graph_embedding,entity_type,top_level_node_id,x,y
0,ONLINE DISTRIBUTED PROOFREADING TEAM,ORGANIZATION,"The Online Distributed Proofreading Team is an organization that helped produce the Project Gutenberg eBook of ""A Christmas Carol""",f80de7a23de0088b7dbc1aa1a09e2d6e,1,1,29,1c109cfdc370463eb6d537e5b7b382fb,1,,,1c109cfdc370463eb6d537e5b7b382fb,0,0
0,UNITED STATES,GEO,"The United States is a country where the Project Gutenberg eBook of ""A Christmas Carol"" is available for use without restrictions. It is also mentioned in the context of a financial security. Additionally, the United States is the country where the Project Gutenberg Literary Archive Foundation operates and complies with laws regulating charities and charitable donations in all 50 states.","2a1c4af9f9c41823c64e689c2b4b45e9,38853a19a9f53b37c6dec725d881647b,bfd1f26b372f645db46a2f726cc2145a,f80de7a23de0088b7dbc1aa1a09e2d6e",1,3,30,3d0dcbc8971b415ea18065edc4d8c8ef,3,,,3d0dcbc8971b415ea18065edc4d8c8ef,0,0
0,GHOST OF AN IDEA,EVENT,"The Ghost of an Idea is a concept mentioned by Charles Dickens in the preface of ""A Christmas Carol""",f80de7a23de0088b7dbc1aa1a09e2d6e,0,1,31,68105770b523412388424d984e711917,1,,,68105770b523412388424d984e711917,0,0
0,SUZANNE SHELL,,,f80de7a23de0088b7dbc1aa1a09e2d6e,1,1,32,85c79fd84f5e4f918471c386852204c5,1,,,85c79fd84f5e4f918471c386852204c5,0,0
0,FEZZIWIG,PERSON,"FEZZIWIG is an old gentleman who was Scrooge's employer during his apprenticeship. He is an older man who is enthusiastic and skilled at dancing, often hosting domestic balls and spreading cheer. Old Fezziwig is a character who danced with Mrs. Fezziwig and is known for his jovial and benevolent nature. He runs a business and is particularly recognized for his lively and generous spirit, especially during Christmas Eve celebrations.","830dc983cda4e0f65be2cd7bda53af2d,913ae1c38936586e72223ab050f55270,94a3a88e86bbbaa5704fa5cbcc1dd498,a5542daff1f84544382712afa48d5013",8,18,33,eae4259b19a741ab9f9f6af18c4a0470,18,,,eae4259b19a741ab9f9f6af18c4a0470,0,0
0,SCROOGE,PERSON,"Scrooge is the central character and protagonist of the narrative, known for his miserly, solitary, and cynical nature, particularly his disdain for Christmas and his unsympathetic attitude towards the poor and destitute. He is described as a tight-fisted, grasping, covetous old sinner, hard and sharp as flint, with a cold demeanor and a disdain for human sympathy. Scrooge is the surviving partner of Marley and is approached by gentlemen asking for charity during the festive season, to which he responds with his characteristic grumpiness and strictness.

Throughout the story, Scrooge experiences a series of supernatural events and ghostly visitations that lead him to reflect on his past, present, and future. He is guided by various spirits, including the Ghost of Christmas Past, the Ghost of Christmas Yet to Come, and a Phantom, who show him scenes from his life and the lives of others, such as the Cratchit household and the impact of Fezziwig's kindness. These experiences cause Scrooge to question the actions and intentions of the spirits and reflect on his own life choices, particularly his pursuit of wealth and its impact on his relationships.

Scrooge's journey includes interactions with the spirits where he learns valuable lessons, feels anxious and powerless, and shows concern for Tiny Tim's future. He is deeply affected by the scenes he witnesses, including a dark room with a dead man's body and the actions of Joe and others. These reflections and supernatural encounters lead to a significant transformation in Scrooge's character. He becomes generous and kind-hearted, especially towards Bob Cratchit and Tiny Tim, and experiences a change of heart, ultimately becoming a man who embraces the spirit of Christmas and human sympathy.

In summary, Scrooge's character arc takes him from a miserly, solitary old man to a generous and kind-hearted individual, profoundly changed by the ghostly visitations and the reflections they provoke.","049179e7a263fe875bc7d96cb467d2df,166b41d31c21bdff77c782c019c33814,2c2dc4d6383dc21e5c198e42cbb99426,30833fc310ef3fbce4288ad1e15e9193,31162003185eeb0ce0f4b4f2031e01c7,38cde9f8e64c2069b4b5b319dbf349e9,40faadc22320d6ac6e106fb8d904394c,4148da19c3e2b758b5e76aaf8a87d55f,41d84d1d139c9c96c200cd2e537dcd0e,45b24611b322e5db19f24f40131624e6,49d69adfdaf6f3f17e1e03fc4c6f561f,5e7ec9ebf31abc571127892d260fbe42,6241708a162f42e9a6df0486b17dfc40,82c0a321727c344d224f3b8eecb7414f,830dc983cda4e0f65be2cd7bda53af2d,83efb547e8ff9bcf56847063451bcf45,94a3a88e86bbbaa5704fa5cbcc1dd498,a50b8481d67f48139b84139edc701a3c,a5542daff1f84544382712afa48d5013,a5a36092f82dc70e6af7cc096f793c31,a83e26f5f58a85755eed5289ff000057,ae4387f9ec8ef5335c4fbf6fd3f7d9b4,b9bf87a171faa989022625f59a0d6cab,bfd1f26b372f645db46a2f726cc2145a,c5d03b00e276c74a61703fc395d9986e,c71d3978e7161b729eb972b930f85473,cfc969724972c8e235a12683cada1e5e,d1ffbd0a1d292732b8530b80890ce309,d32b4992f5d1dcf627250d5809f6d78e,d4e73f42abc059b1a9108741c4d88216,db82f001863c7ecf263a682718181aba,dc9abd3c09252239677d8ac5dbbc455d,e1c29aeda4d9b63f6e9026ca40c75eef,e92f3fa91714308781a63c896cfeb313,f1ddf18dc8103b0c139acec85361f1c5",7,116,34,3138f39f2bcd43a69e0697cd3b05bc4d,116,,,3138f39f2bcd43a69e0697cd3b05bc4d,0,0
0,MARLEY,PERSON,"Marley is Scrooge's deceased business partner, who has been dead for seven years. In life, Marley was Scrooge's partner, and his face appears vividly in Scrooge's memory, even manifesting on the knocker of Scrooge's door. As a ghost, Marley appears to Scrooge, bound by a chain made of cash-boxes, keys, padlocks, ledgers, deeds, and heavy purses, symbolizing the burdens he carries from his earthly life.","166b41d31c21bdff77c782c019c33814,38cde9f8e64c2069b4b5b319dbf349e9,6241708a162f42e9a6df0486b17dfc40,830dc983cda4e0f65be2cd7bda53af2d,a5a36092f82dc70e6af7cc096f793c31,a83e26f5f58a85755eed5289ff000057",7,3,35,dde131ab575d44dbb55289a6972be18f,3,,,dde131ab575d44dbb55289a6972be18f,0,0
0,ST. PAUL'S CHURCHYARD,GEO,St. Paul's Churchyard is a location mentioned as a breezy spot,830dc983cda4e0f65be2cd7bda53af2d,7,1,36,de9e343f2e334d88a8ac7f8813a915e5,1,,,de9e343f2e334d88a8ac7f8813a915e5,0,0
0,TIM,PERSON,Tim is a character mentioned in relation to a blood-horse,830dc983cda4e0f65be2cd7bda53af2d,7,1,37,e2bf260115514fb3b252fd879fb3e7be,1,,,e2bf260115514fb3b252fd879fb3e7be,0,0
0,MARLEY'S GHOST,EVENT,"Marley's Ghost is a supernatural entity and the apparition of Jacob Marley. This ghostly figure appears to Ebenezer Scrooge, causing him great fear and disbelief. Marley's Ghost serves a crucial role by warning Scrooge about his impending fate and the forthcoming visits from three spirits. The event of Marley's Ghost appearing occurs when the bell tolls one, marking the beginning of Scrooge's transformative journey.","830dc983cda4e0f65be2cd7bda53af2d,83efb547e8ff9bcf56847063451bcf45,a83e26f5f58a85755eed5289ff000057,bfd1f26b372f645db46a2f726cc2145a",7,2,38,b462b94ce47a4b8c8fffa33f7242acec,2,,,b462b94ce47a4b8c8fffa33f7242acec,0,0
0,SCROOGE'S NEPHEW,PERSON,"Scrooge's Nephew is a cheerful and warm-hearted character who visits Scrooge on Christmas Eve. He is known for his good-natured demeanor and his efforts to include Scrooge in Christmas celebrations. Scrooge's Nephew often laughs heartily and speaks about Scrooge's attitude towards Christmas, highlighting his own contrasting positive outlook on the holiday.","82c0a321727c344d224f3b8eecb7414f,dc9abd3c09252239677d8ac5dbbc455d,e1c29aeda4d9b63f6e9026ca40c75eef",9,6,39,17ed1d92075643579a712cc6c29e8ddb,6,,PERSON,17ed1d92075643579a712cc6c29e8ddb,0,0
0,COUNTING-HOUSE,ORGANIZATION,"The COUNTING-HOUSE is the office where Scrooge and Bob Cratchit work. It is characterized by its cold and bleak environment, reflecting the austere and frugal nature of its primary occupant, Scrooge.","6241708a162f42e9a6df0486b17dfc40,dc9abd3c09252239677d8ac5dbbc455d",7,2,40,3ce7c210a21b4deebad7cc9308148d86,2,,ORGANIZATION,3ce7c210a21b4deebad7cc9308148d86,0,0
0,CHRISTMAS EVE,EVENT,"Christmas Eve is the day before Christmas, marked by various significant events and celebrations. It is celebrated by Bob Cratchit and the boys on Cornhill. Additionally, it is the occasion during which Fezziwig hosts a grand celebration filled with dancing, food, and merriment. On this day, Scrooge's nephew visits him at his counting-house. Christmas Eve is also the night on which the events in the text take place, making it a pivotal moment in the narrative.","6241708a162f42e9a6df0486b17dfc40,913ae1c38936586e72223ab050f55270,a5a36092f82dc70e6af7cc096f793c31,dc9abd3c09252239677d8ac5dbbc455d",8,8,41,d64ed762ea924caa95c8d06f072a9a96,8,,EVENT,d64ed762ea924caa95c8d06f072a9a96,0,0
0,CLERK,PERSON,"The CLERK is an employee of Scrooge, earning fifteen shillings a week and supporting a wife and family. He works in a dismal little cell beyond Scrooge's office, often trying to warm himself at a candle. After reflecting on Fezziwig's positive impact, Scrooge wishes to speak kindly to his clerk.","38cde9f8e64c2069b4b5b319dbf349e9,a5542daff1f84544382712afa48d5013,dc9abd3c09252239677d8ac5dbbc455d",7,2,42,adf4ee3fbe9b4d0381044838c4f889c8,2,,,adf4ee3fbe9b4d0381044838c4f889c8,0,0
0,CITY,GEO,"The City is a bustling area characterized by its busy streets and shops, especially during Christmas-time. It is a central hub where merchants and business people gather, and it is also the location of Scrooge's counting-house, which is known for its foggy and cold weather. This city is not only where Scrooge's business friends are located but also where he lives and eventually becomes known as a good man. Additionally, it is the place where Scrooge and the Phantom find themselves surrounded by merchants.","30833fc310ef3fbce4288ad1e15e9193,4148da19c3e2b758b5e76aaf8a87d55f,45b24611b322e5db19f24f40131624e6,94a3a88e86bbbaa5704fa5cbcc1dd498,d32b4992f5d1dcf627250d5809f6d78e,dc9abd3c09252239677d8ac5dbbc455d",7,2,43,32ee140946e5461f9275db664dc541a5,2,,,32ee140946e5461f9275db664dc541a5,0,0
0,CHRISTMAS,EVENT,"CHRISTMAS is a festive season that is central to the story and the characters' interactions. It is the holiday being celebrated by various characters in the text, including Scrooge's nephew and others, despite Scrooge himself despising it and considering it a humbug. The events and reflections of Scrooge take place during this holiday, which is marked by festive activities and decorations. Significant events, such as the domestic ball hosted by Fezziwig and Mrs. Fezziwig, who wished everyone a Merry Christmas, also occur during this time. Additionally, the Cratchit household's activities and celebrations are set against the backdrop of the Christmas season. Overall, Christmas is the holiday during which many of the key events in the story unfold.","166b41d31c21bdff77c782c019c33814,31162003185eeb0ce0f4b4f2031e01c7,38cde9f8e64c2069b4b5b319dbf349e9,94a3a88e86bbbaa5704fa5cbcc1dd498,a5542daff1f84544382712afa48d5013,ae4387f9ec8ef5335c4fbf6fd3f7d9b4,cfc969724972c8e235a12683cada1e5e,d32b4992f5d1dcf627250d5809f6d78e,dc9abd3c09252239677d8ac5dbbc455d,e1c29aeda4d9b63f6e9026ca40c75eef,e92f3fa91714308781a63c896cfeb313,f1ddf18dc8103b0c139acec85361f1c5",5,19,44,c160b9cb27d6408ba6ab20214a2f3f81,19,,,c160b9cb27d6408ba6ab20214a2f3f81,0,0
0,NEPHEW,PERSON,NEPHEW is Scrooge's nephew who believes in the goodness of Christmas and tries to invite Scrooge to dine with him.,"38cde9f8e64c2069b4b5b319dbf349e9,94a3a88e86bbbaa5704fa5cbcc1dd498",5,4,45,23527cd679ff4d5a988d52e7cd056078,4,,PERSON,23527cd679ff4d5a988d52e7cd056078,0,0
0,PORTLY GENTLEMEN,PERSON,Two gentlemen who visit Scrooge's office to seek donations for charity,38cde9f8e64c2069b4b5b319dbf349e9,7,1,46,f1c6eed066f24cbdb376b910fce29ed4,1,,PERSON,f1c6eed066f24cbdb376b910fce29ed4,0,0
0,SCROOGE AND MARLEY,ORGANIZATION,Scrooge and Marley is the name of the counting-house where Scrooge works. It represents the business partnership between Scrooge and Marley.,"38cde9f8e64c2069b4b5b319dbf349e9,d1ffbd0a1d292732b8530b80890ce309",7,2,47,83a6cb03df6b41d8ad6ee5f6fef5f024,2,,,83a6cb03df6b41d8ad6ee5f6fef5f024,0,0
0,PARLIAMENT,ORGANIZATION,The legislative body that Scrooge's nephew is suggested to join due to his powerful speaking,38cde9f8e64c2069b4b5b319dbf349e9,5,1,48,147c038aef3e4422acbbc5f7938c4ab8,1,,,147c038aef3e4422acbbc5f7938c4ab8,0,0
0,BEDLAM,ORGANIZATION,A mental institution that Scrooge mentions in a derogatory manner,38cde9f8e64c2069b4b5b319dbf349e9,7,1,49,b7702b90c7f24190b864e8c6e64612a5,1,,,b7702b90c7f24190b864e8c6e64612a5,0,0
0,GENTLEMAN,PERSON,The gentleman is one of the individuals who approaches Scrooge to ask for charity for the poor and destitute during the festive season.,"aacc244b408aedd1b59271b08a207bf8,f1ddf18dc8103b0c139acec85361f1c5",5,3,50,de6fa24480894518ab3cbcb66f739266,3,,,de6fa24480894518ab3cbcb66f739266,0,0
0,UNION WORKHOUSES,ORGANIZATION,"Union workhouses are institutions mentioned by Scrooge that provide shelter and work for the poor, often under harsh conditions.",f1ddf18dc8103b0c139acec85361f1c5,7,1,51,6fae5ee1a831468aa585a1ea09095998,1,,,6fae5ee1a831468aa585a1ea09095998,0,0
0,TREADMILL,ORGANIZATION,"The Treadmill is an institution mentioned by Scrooge that is part of the Poor Law system, used to punish and reform the poor through hard labor.",f1ddf18dc8103b0c139acec85361f1c5,7,1,52,ef32c4b208d041cc856f6837915dc1b0,1,,,ef32c4b208d041cc856f6837915dc1b0,0,0
